search_term	prefix	rule_name	confidence	all_fields_raw_rows	prior_accepted_rows	non_target_organism_rows	target_organism_rows	clear_noise_rows	current_policy_recommendation	field_strategy_recommendation	example_title
KY[All Fields] AND 44[All Fields]	KY	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Model organism or animal sample from Allohistium maydeni
LMG[All Fields] AND 702[All Fields]	LMG	known_collection_prefix	high	100	0	100	0	95	disable_default	disable_default_do_not_replace_with_biosample	Raoultella terrigena NBRC 14941
LOPEZ[All Fields] AND 42[All Fields] AND 11[All Fields]	LOPEZ	person_or_local_reference_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Darct25_post-emergPF
L[All Fields] AND 212[All Fields]	L	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Invertebrate sample from Lutraria sieboldii
MA[All Fields] AND 2[All Fields]	MA	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	M. anisopliae alone sample 2
MED[All Fields] AND 3[All Fields]	MED	general_code_candidate	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Human sample from Homo sapiens
M[All Fields] AND 192[All Fields]	M	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from freshwater metagenome
M[All Fields] AND 21[All Fields]	M	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIGS Cultured Bacterial/Archaeal sample from Gallaecimonas sp. RL-SH01
M[All Fields] AND 3[All Fields]	M	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMS Environmental/Metagenome sample from ML20
M[All Fields] AND 9[All Fields]	M	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	sample122
NC[All Fields] AND 334[All Fields]	NC	uppercase_general_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	GD2018-4_B1_QB3_180703_Candidatus_Saccharibacteria_49_9
NE[All Fields] AND 16[All Fields]	NE	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Taraxacum ekmanii - Herbarium sample 2
NE[All Fields] AND 18[All Fields]	NE	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Taraxacum ekmanii - Herbarium sample 2
NE[All Fields] AND 7[All Fields]	NE	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	SMARCA4_Fixed_B
NO[All Fields] AND 3[All Fields]	NO	source_context_number_label	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Metagenome or environmental sample from seawater metagenome
NSG[All Fields] AND 05[All Fields]	NSG	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	EUP.CYP.11c_RegioDiv.05769.23.01.255.C04
NU[All Fields] AND 2[All Fields]	NU	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Human sample from Homo sapiens
NU[All Fields] AND 3[All Fields]	NU	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	gyrA
NU[All Fields] AND 5[All Fields]	NU	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Human sample from Homo sapiens
N[All Fields] AND 066[All Fields]	N	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMAG Metagenome-assembled Genome sample from Blastocatellia bacterium
N[All Fields] AND 318[All Fields]	N	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Compost_16S
N[All Fields] AND 578[All Fields]	N	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from freshwater metagenome
OS[All Fields] AND 14[All Fields]	OS	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIGS Eukaryotic sample from Onychodactylus sillanus
PATEL[All Fields] AND 10[All Fields]	PATEL	person_or_local_reference_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Plant sample from Picea abies
PATEL[All Fields] AND 12[All Fields]	PATEL	person_or_local_reference_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	JV-3-1
PATEL[All Fields] AND 17[All Fields]	PATEL	person_or_local_reference_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	17
PATEL[All Fields] AND 19[All Fields]	PATEL	person_or_local_reference_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Pathogen: clinical or host-associated sample from Streptococcus pneumoniae
PATEL[All Fields] AND 2[All Fields]	PATEL	person_or_local_reference_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Invertebrate sample from Holotrichia serrata
PC[All Fields] AND 1[All Fields]	PC	uppercase_general_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	PC-3 WT, c-Myc ChIP, Replicate 1
PC[All Fields] AND 5[All Fields]	PC	uppercase_general_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	16S rRNA V3-V4 from skin of Myotis macrodactylus
PD[All Fields] AND 28[All Fields]	PD	known_collection_prefix	high	100	0	100	0	98	disable_default	disable_default_do_not_replace_with_biosample	Metagenome or environmental sample from synthetic metagenome
PM[All Fields] AND 114[All Fields]	PM	uppercase_general_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Plant sample from Cupressus sempervirens
PROTECT[All Fields] AND 13[All Fields]	PROTECT	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	GCASSAB16
PT[All Fields] AND 3[All Fields]	PT	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMS Environmental/Metagenome sample from metagenome
P[All Fields] AND 125[All Fields]	P	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
P[All Fields] AND 25[All Fields]	P	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	sample406
P[All Fields] AND 30[All Fields]	P	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	0-5 cm, marine sediment collected at -20 m from station NS_30
P[All Fields] AND 32[All Fields]	P	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	30-32 cm sediment from station M8 in the Bohai Sea
P[All Fields] AND 33[All Fields]	P	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	28-30 cm sediment from station M3 in the Bohai Sea
P[All Fields] AND 33[All Fields] AND 1[All Fields]	P	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Streblospio benedicti planktotroph, Baruch SC, individual 1_P
Q[All Fields] AND 2[All Fields]	Q	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
R[All Fields] AND 1[All Fields]	R	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
R[All Fields] AND 2[All Fields]	R	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
R[All Fields] AND 3[All Fields]	R	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
R[All Fields] AND 4[All Fields]	R	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
R[All Fields] AND 5[All Fields]	R	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
R[All Fields] AND 6[All Fields]	R	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
SF[All Fields] AND 62[All Fields]	SF	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	This sample represents a MAG derived from the metagenomic sample SRS1981336
SOY[All Fields] AND 1[All Fields]	SOY	general_code_candidate	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Psychrobacter alimentarius strain Aqua-PA1 from drinking water
ST[All Fields] AND 3[All Fields]	ST	general_code_candidate	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Metagenome or environmental sample from mouse gut metagenome
S[All Fields] AND 04[All Fields]	S	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Pathogen: clinical or host-associated sample from Clostridioides difficile
S[All Fields] AND 07[All Fields]	S	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIGS Eukaryotic sample from Oreochromis niloticus
S[All Fields] AND 12[All Fields]	S	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Shorebird diet sample extraction control
S[All Fields] AND 131[All Fields] AND 84[All Fields]	S	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Air filter aerobiome sample from EVER1 collected on 2021-11-21
S[All Fields] AND 148[All Fields] AND 81[All Fields]	S	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Air filter aerobiome sample from EVER1 collected on 2021-08-14
S[All Fields] AND 20[All Fields]	S	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIGS Eukaryotic sample from Oreochromis niloticus
S[All Fields] AND 3[All Fields]	S	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	0-5 cm, surface marine sediment collected from Indian Ocean
S[All Fields] AND 6[All Fields]	S	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIGS Eukaryotic sample from Trichomonas vaginalis
TC[All Fields] AND 1[All Fields]	TC	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Metagenome or environmental sample from anaerobic digester metagenome
TYPE[All Fields] AND 1[All Fields]	TYPE	general_code_candidate	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Fermented table olives
TYPE[All Fields] AND 4[All Fields]	TYPE	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Caatinga Experimental Field soil metagenome, rainy season, site P3
T[All Fields] AND 6[All Fields]	T	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	I60H13_thymus_NegSelected_FBC
T[All Fields] AND 7[All Fields]	T	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Microbe sample from Bacillus amyloliquefaciens
T[All Fields] AND 8[All Fields]	T	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	I60H1_spleen_FBC
T[All Fields] AND 9[All Fields]	T	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Model organism or animal sample from Mus musculus
UNB[All Fields] AND 45[All Fields]	UNB	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	15088.UNB1949OMAP008.R.meta; P-MAPS
UNB[All Fields] AND 47[All Fields]	UNB	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	15088.UNB1942EKAP004.B.16S; P-MAPS
VIG[All Fields] AND 1[All Fields]	VIG	general_code_candidate	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	"Landrace ""Nostrano Vig di Ton"" individual number: 1"
WA[All Fields] AND 134[All Fields]	WA	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	toad skin bacteria
WKS[All Fields] AND 05[All Fields]	WKS	contextual_reference_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Uninfected-WT
WK[All Fields] AND 2[All Fields]	WK	uppercase_general_code	medium	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	Human sample from Homo sapiens
W[All Fields] AND 135[All Fields]	W	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMARKS Survey related sample from water metagenome
W[All Fields] AND 4[All Fields]	W	source_context_single_letter_code	low	100	0	100	0	100	disable_default	disable_default_do_not_replace_with_biosample	MIMAG Metagenome-assembled Genome sample from Bacteroidota bacterium
